Recording,Cluster
G19_20180523_111200,1
G19_20180523_112800,2
G19_20180523_114400,1
G19_20180523_120000,1
G19_20180523_121600,1
G19_20180523_123200,1
G19_20180523_124800,1
G19_20180523_130400,1
G19_20180523_132000,1
G19_20180523_133600,1
G19_20180523_135200,2
G19_20180523_140800,1
G19_20180523_142400,2
G19_20180523_144000,1
G19_20180523_145600,1
G19_20180523_151200,1
G19_20180523_152800,2
G19_20180523_154400,1
G19_20180523_160000,1
G19_20180523_161600,2
G19_20180523_163200,2
G19_20180523_164800,2
G19_20180523_200000,2
G19_20180523_201600,2
G19_20180523_203200,1
G19_20180523_204800,1
G19_20180523_210400,1
G19_20180523_212000,1
G19_20180523_213600,1
G19_20180523_215200,1
G19_20180523_220800,1
G19_20180523_222400,2
G19_20180523_224000,1
G19_20180523_225600,1
G19_20180523_231200,2
G19_20180523_232800,1
G19_20180523_234400,2
G19_20180524_000000,1
G19_20180524_001600,1
G19_20180524_003200,2
G19_20180524_004800,2
G19_20180524_010400,1
G19_20180524_012000,1
G19_20180524_013600,1
G19_20180524_015200,1
G19_20180524_020800,1
G19_20180524_022400,2
G19_20180524_024000,1
G19_20180524_025600,2
G19_20180524_031200,2
G19_20180524_032800,1
G19_20180524_034400,1
G19_20180524_040000,2
G19_20180524_041600,2
G19_20180524_043200,1
G19_20180524_044800,2
G19_20180524_080000,1
G19_20180524_081600,1
G19_20180524_083200,1
G19_20180524_084800,1
G19_20180524_090400,1
G19_20180524_092000,1
G19_20180524_093600,2
G19_20180524_095200,1
G19_20180524_100800,2
G19_20180524_102400,1
G19_20180524_104000,1
G19_20180524_105600,1
G19_20180524_111200,1
G19_20180524_112800,1
G19_20180524_114400,1
G19_20180524_120000,1
G19_20180524_121600,2
G19_20180524_123200,2
G19_20180524_124800,1
G19_20180524_130400,1
G19_20180524_132000,1
G19_20180524_133600,2
G19_20180524_135200,1
G19_20180524_140800,1
G19_20180524_142400,1
G19_20180524_144000,1
G19_20180524_145600,1
G19_20180524_151200,1
G19_20180524_152800,1
G19_20180524_154400,1
G19_20180524_160000,1
G19_20180524_161600,2
G19_20180524_163200,1
G19_20180524_164800,1
G19_20180524_200000,1
G19_20180524_201600,1
G19_20180524_203200,1
G19_20180524_204800,1
G19_20180524_210400,2
G19_20180524_212000,2
G19_20180524_213600,1
G19_20180524_215200,2
G19_20180524_220800,2
G19_20180524_222400,2
G19_20180524_224000,2
G19_20180524_225600,1
G19_20180524_231200,3
G19_20180524_232800,2
G19_20180524_234400,1
G19_20180525_000000,1
G19_20180525_001600,1
G19_20180525_003200,2
G19_20180525_004800,2
G19_20180525_010400,2
G19_20180525_012000,2
G19_20180525_013600,1
G19_20180525_015200,1
G19_20180525_020800,1
G19_20180525_022400,1
G19_20180525_024000,1
G19_20180525_025600,1
G19_20180525_031200,1
G19_20180525_032800,1
G19_20180525_034400,1
G19_20180525_040000,2
G19_20180525_041600,1
G19_20180525_043200,1
G19_20180525_044800,1
G19_20180525_080000,1
G19_20180525_081600,2
G19_20180525_083200,2
G19_20180525_084800,1
G19_20180525_090400,1
G19_20180525_092000,1
G19_20180525_093600,1
G19_20180525_095200,1
G19_20180525_100800,1
G19_20180525_102400,1
G19_20180525_104000,1
G19_20180525_105600,1
G19_20180525_111200,1
G19_20180525_112800,1
G19_20180525_114400,1
G19_20180525_120000,1
G19_20180525_121600,1
G19_20180525_123200,1
G19_20180525_124800,1
G19_20180525_130400,1
G19_20180525_132000,1
G19_20180525_133600,2
G19_20180525_135200,1
G19_20180525_140800,1
G19_20180525_142400,1
G19_20180525_144000,1
G19_20180525_145600,1
G19_20180525_151200,2
G19_20180525_152800,2
G19_20180525_154400,1
G19_20180525_160000,1
G19_20180525_161600,1
G19_20180525_163200,2
G19_20180525_164800,1
G19_20180525_200000,1
G19_20180525_201600,1
G19_20180525_203200,1
G19_20180525_204800,1
G19_20180525_210400,1
G19_20180525_212000,2
G19_20180525_213600,1
G19_20180525_215200,1
G19_20180525_220800,1
G19_20180525_222400,2
G19_20180525_224000,1
G19_20180525_225600,1
G19_20180525_231200,2
G19_20180525_232800,2
G19_20180525_234400,1
G19_20180526_000000,1
G19_20180526_001600,2
G19_20180526_003200,1
G19_20180526_004800,2
G19_20180526_010400,2
G19_20180526_012000,1
G19_20180526_013600,1
G19_20180526_015200,2
G19_20180526_020800,1
G19_20180526_022400,2
G19_20180526_024000,1
G19_20180526_025600,1
G19_20180526_031200,1
G19_20180526_032800,1
G19_20180526_034400,1
G19_20180526_040000,1
G19_20180526_041600,1
G19_20180526_043200,1
G19_20180526_044800,1
G19_20180526_080000,1
G19_20180526_081600,2
G19_20180526_083200,1
G19_20180526_084800,1
G19_20180526_090400,1
G19_20180526_092000,1
G19_20180526_093600,2
G19_20180526_095200,1
G19_20180526_100800,1
G19_20180526_102400,1
G19_20180526_104000,1
G19_20180526_105600,1
G19_20180526_111200,2
G19_20180526_112800,2
G19_20180526_114400,2
G19_20180526_120000,2
G19_20180526_121600,1
G19_20180526_123200,1
G19_20180526_124800,1
G19_20180526_130400,1
G19_20180526_132000,1
G19_20180526_133600,2
G19_20180526_135200,1
G19_20180526_140800,1
G19_20180526_142400,1
G19_20180526_144000,1
G19_20180526_145600,1
G19_20180526_151200,1
G19_20180526_152800,1
G19_20180526_154400,1
G19_20180526_160000,1
G19_20180526_161600,1
G19_20180526_163200,1
G19_20180526_164800,1
G19_20180526_200000,1
G19_20180526_201600,1
G19_20180526_203200,1
G19_20180526_204800,1
G19_20180526_210400,1
G19_20180526_212000,2
G19_20180526_213600,1
G19_20180526_215200,1
G19_20180526_220800,2
G19_20180526_222400,1
G19_20180526_224000,2
G19_20180526_225600,2
G19_20180526_231200,1
G19_20180526_232800,1
G19_20180526_234400,1
G19_20180527_000000,1
G19_20180527_001600,1
G19_20180527_003200,1
G19_20180527_004800,1
G19_20180527_010400,1
G19_20180527_012000,2
G19_20180527_013600,2
G19_20180527_015200,1
G19_20180527_020800,1
G19_20180527_022400,1
G19_20180527_024000,2
G19_20180527_025600,1
G19_20180527_031200,1
G19_20180527_032800,1
G19_20180527_034400,1
G19_20180527_040000,1
G19_20180527_041600,1
G19_20180527_043200,1
G19_20180527_044800,1
G19_20180527_080000,1
G19_20180527_081600,1
G19_20180527_083200,1
G19_20180527_084800,1
G19_20180527_090400,1
G19_20180527_092000,1
G19_20180527_093600,1
G19_20180527_095200,1
G19_20180527_100800,1
G19_20180527_102400,1
G19_20180527_104000,1
G19_20180527_105600,1
G19_20180527_111200,2
G19_20180527_112800,2
G19_20180527_114400,2
G19_20180527_120000,1
G19_20180527_121600,1
G19_20180527_123200,2
G19_20180527_124800,1
G19_20180527_130400,1
G19_20180527_132000,1
G19_20180527_133600,1
G19_20180527_135200,1
G19_20180527_140800,1
G19_20180527_142400,1
G19_20180527_144000,1
G19_20180527_145600,2
G19_20180527_151200,1
G19_20180527_152800,2
G19_20180527_154400,2
G19_20180527_160000,2
G19_20180527_161600,1
G19_20180527_163200,1
G19_20180527_164800,1
G19_20180527_200000,1
G19_20180527_201600,1
G19_20180527_203200,1
G19_20180527_204800,1
G19_20180527_210400,1
G19_20180527_212000,1
G19_20180527_213600,2
G19_20180527_215200,1
G19_20180527_220800,1
G19_20180527_222400,2
G19_20180527_224000,1
G19_20180527_225600,2
G19_20180527_231200,2
G19_20180527_232800,1
G19_20180527_234400,1
G19_20180528_000000,1
G19_20180528_001600,1
G19_20180528_003200,1
G19_20180528_004800,1
G19_20180528_010400,1
G19_20180528_012000,1
G19_20180528_013600,2
G19_20180528_015200,2
G19_20180528_020800,2
G19_20180528_022400,1
G19_20180528_024000,2
G19_20180528_025600,1
G19_20180528_031200,1
G19_20180528_032800,1
G19_20180528_034400,2
G19_20180528_040000,1
G19_20180528_041600,1
G19_20180528_043200,1
G19_20180528_044800,1
G19_20180518_170000,1
G19_20180518_171500,1
G19_20180518_173000,1
G19_20180518_174500,1
G19_20180518_180000,1
G19_20180518_181500,1
G19_20180518_184500,1
G19_20180518_183000,2
G19_20180518_191500,1
G19_20180518_190000,1
G19_20180518_194500,1
G19_20180518_193000,1
G19_20180519_051500,1
G19_20180519_050000,1
G19_20180519_053000,1
G19_20180519_054500,2
G19_20180519_060000,1
G19_20180519_061500,1
G19_20180519_063000,1
G19_20180519_070000,1
G19_20180519_064500,2
G19_20180519_073000,1
G19_20180519_071500,1
G19_20180519_074500,1
G19_20180519_170000,1
G19_20180519_171500,1
G19_20180519_173000,1
G19_20180519_174500,2
G19_20180519_180000,1
G19_20180519_181500,1
G19_20180519_183000,1
G19_20180519_190000,1
G19_20180519_184500,2
G19_20180519_193000,2
G19_20180519_191500,1
G19_20180519_194500,2
G19_20180520_051500,1
G19_20180520_050000,2
G19_20180520_054500,1
G19_20180520_053000,1
G19_20180520_060000,1
G19_20180520_061500,1
G19_20180520_063000,1
G19_20180520_064500,1
G19_20180520_071500,1
G19_20180520_070000,1
G19_20180520_073000,1
G19_20180520_074500,1
G19_20180520_171500,1
G19_20180520_170000,2
G19_20180520_173000,3
G19_20180520_174500,1
G19_20180520_180000,1
G19_20180520_181500,2
G19_20180520_184500,2
G19_20180520_183000,1
G19_20180520_190000,1
G19_20180520_193000,1
G19_20180520_191500,1
G19_20180520_194500,1
G19_20180521_050000,1
G19_20180521_053000,1
G19_20180521_051500,1
G19_20180521_054500,1
G19_20180521_060000,1
G19_20180521_061500,2
G19_20180521_063000,1
G19_20180521_064500,1
G19_20180521_070000,2
G19_20180521_071500,1
G19_20180521_073000,2
G19_20180521_170000,2
G19_20180521_074500,2
G19_20180521_173000,1
G19_20180521_171500,1
G19_20180521_174500,1
G19_20180521_181500,1
G19_20180521_180000,1
G19_20180521_184500,1
G19_20180521_183000,2
G19_20180521_191500,2
G19_20180521_190000,2
G19_20180521_194500,1
G19_20180521_193000,2
G19_20180522_050000,1
G19_20180522_051500,2
G19_20180522_053000,2
G19_20180522_054500,1
G19_20180522_060000,1
G19_20180522_063000,1
G19_20180522_061500,1
G19_20180522_064500,1
G19_20180522_070000,2
G19_20180522_073000,1
G19_20180522_071500,1
G19_20180522_170000,1
G19_20180522_074500,2
G19_20180522_171500,2
G19_20180522_173000,1
G19_20180522_174500,2
G19_20180522_180000,3
G19_20180522_183000,2
G19_20180522_181500,1
G19_20180522_190000,2
G19_20180522_184500,1
G19_20180522_193000,1
G19_20180522_191500,2
G19_20180522_194500,1
G19_20180523_051500,1
G19_20180523_050000,1
G19_20180523_054500,1
G19_20180523_053000,2
G19_20180523_060000,1
G19_20180523_061500,1
G19_20180523_064500,1
G19_20180523_063000,1
G19_20180523_070000,1
G19_20180523_071500,1
G19_20180523_073000,1
G19_20180523_074500,1
G19_20180523_170000,2
G19_20180523_171500,1
G19_20180523_173000,1
G19_20180523_180000,1
G19_20180523_174500,2
G19_20180523_183000,1
G19_20180523_181500,1
G19_20180523_184500,1
G19_20180523_190000,1
G19_20180523_191500,2
G19_20180523_193000,1
G19_20180523_194500,1
G19_20180524_050000,1
G19_20180524_051500,1
G19_20180524_053000,2
G19_20180524_054500,2
G19_20180524_061500,1
G19_20180524_060000,2
G19_20180524_064500,2
G19_20180524_063000,1
G19_20180524_070000,1
G19_20180524_071500,1
G19_20180524_074500,2
G19_20180524_073000,2
G19_20180524_170000,1
G19_20180524_171500,2
G19_20180524_173000,1
G19_20180524_174500,1
G19_20180524_180000,1
G19_20180524_181500,1
G19_20180524_184500,2
G19_20180524_183000,1
G19_20180524_190000,1
G19_20180524_191500,1
G19_20180524_193000,1
G19_20180524_194500,1
G19_20180525_050000,1
G19_20180525_053000,1
G19_20180525_051500,1
G19_20180525_060000,2
G19_20180525_054500,2
G19_20180525_061500,1
G19_20180525_063000,2
G19_20180525_070000,1
G19_20180525_064500,1
G19_20180525_073000,1
G19_20180525_071500,2
G19_20180525_074500,1
G19_20180525_170000,1
G19_20180525_171500,1
G19_20180525_174500,2
G19_20180525_173000,2
G19_20180525_180000,1
G19_20180525_181500,1
G19_20180525_183000,1
G19_20180525_190000,1
G19_20180525_184500,2
G19_20180525_191500,1
G19_20180525_193000,1
G19_20180526_050000,2
G19_20180525_194500,1
G19_20180526_053000,2
G19_20180526_051500,1
G19_20180526_060000,1
G19_20180526_054500,1
G19_20180526_061500,2
G19_20180526_063000,1
G19_20180526_070000,1
G19_20180526_064500,1
G19_20180526_073000,2
G19_20180526_071500,1
G19_20180526_074500,1
G19_20180526_171500,1
G19_20180526_170000,1
G19_20180526_173000,2
G19_20180526_174500,2
G19_20180526_180000,2
G19_20180526_181500,1
G19_20180526_183000,1
G19_20180526_184500,1
G19_20180526_191500,1
G19_20180526_190000,1
G19_20180526_194500,1
G19_20180526_193000,1
G19_20180527_050000,1
G19_20180527_051500,2
G19_20180527_053000,1
G19_20180527_054500,1
G19_20180527_061500,1
G19_20180527_060000,1
G19_20180527_063000,2
G19_20180527_070000,1
G19_20180527_064500,1
G19_20180527_071500,2
G19_20180527_073000,2
G19_20180527_074500,1
G19_20180527_170000,1
G19_20180527_173000,1
G19_20180527_171500,1
G19_20180527_174500,2
G19_20180527_180000,2
G19_20180527_181500,1
G19_20180527_183000,2
G19_20180527_184500,1
G19_20180527_191500,2
G19_20180527_190000,2
G19_20180527_194500,1
G19_20180527_193000,1
G23_20180529_120000,1
G23_20180529_121600,2
G23_20180529_123200,1
G23_20180529_124800,1
G23_20180529_130400,1
G23_20180529_132000,1
G23_20180529_133600,1
G23_20180529_135200,1
G23_20180529_140800,1
G23_20180529_142400,1
G23_20180529_144000,1
G23_20180529_145600,1
G23_20180529_151200,1
G23_20180529_152800,1
G23_20180529_154400,2
G23_20180529_160000,2
G23_20180529_161600,1
G23_20180529_163200,1
G23_20180529_164800,1
G23_20180529_200000,1
G23_20180529_201600,1
G23_20180529_203200,1
G23_20180529_204800,1
G23_20180529_210400,1
G23_20180529_212000,2
G23_20180529_213600,1
G23_20180529_215200,1
G23_20180529_220800,1
G23_20180529_222400,1
G23_20180529_224000,1
G23_20180529_225600,1
G23_20180529_231200,1
G23_20180529_232800,1
G23_20180529_234400,2
G23_20180530_000000,1
G23_20180530_001600,2
G23_20180530_003200,1
G23_20180530_004800,1
G23_20180530_010400,2
G23_20180530_012000,1
G23_20180530_013600,2
G23_20180530_015200,2
G23_20180530_020800,1
G23_20180530_022400,1
G23_20180530_024000,1
G23_20180530_025600,1
G23_20180530_031200,1
G23_20180530_032800,1
G23_20180530_034400,2
G23_20180530_040000,1
G23_20180530_041600,1
G23_20180530_043200,1
G23_20180530_044800,1
G23_20180530_080000,2
G23_20180530_081600,1
G23_20180530_083200,2
G23_20180530_084800,1
G23_20180530_090400,2
G23_20180530_092000,1
G23_20180530_093600,1
G23_20180530_095200,1
G23_20180530_100800,1
G23_20180530_102400,1
G23_20180530_104000,2
G23_20180530_105600,1
G23_20180530_111200,2
G23_20180530_112800,1
G23_20180530_114400,1
G23_20180530_120000,1
G23_20180530_121600,1
G23_20180530_123200,1
G23_20180530_124800,1
G23_20180530_130400,1
G23_20180530_132000,1
G23_20180530_133600,1
G23_20180530_135200,2
G23_20180530_140800,1
G23_20180530_142400,1
G23_20180530_144000,2
G23_20180530_145600,2
G23_20180530_151200,1
G23_20180530_152800,1
G23_20180530_154400,1
G23_20180530_160000,1
G23_20180530_161600,2
G23_20180530_163200,1
G23_20180530_164800,1
G23_20180530_200000,1
G23_20180530_201600,1
G23_20180530_203200,1
G23_20180530_204800,1
G23_20180530_210400,1
G23_20180530_212000,1
G23_20180530_213600,2
G23_20180530_215200,1
G23_20180530_220800,1
G23_20180530_222400,1
G23_20180530_224000,1
G23_20180530_225600,2
G23_20180530_231200,2
G23_20180530_232800,1
G23_20180530_234400,2
G23_20180531_000000,1
G23_20180531_001600,2
G23_20180531_003200,1
G23_20180531_004800,2
G23_20180531_010400,1
G23_20180531_012000,1
G23_20180531_013600,1
G23_20180531_015200,2
G23_20180531_020800,1
G23_20180531_022400,1
G23_20180531_024000,1
G23_20180531_025600,2
G23_20180531_031200,1
G23_20180531_032800,1
G23_20180531_034400,1
G23_20180531_040000,1
G23_20180531_041600,1
G23_20180531_043200,1
G23_20180531_044800,2
G23_20180531_080000,1
G23_20180531_081600,1
G23_20180531_083200,2
G23_20180531_084800,1
G23_20180531_090400,1
G23_20180531_092000,1
G23_20180531_093600,1
G23_20180531_095200,1
G23_20180531_100800,1
G23_20180531_102400,1
G23_20180531_104000,1
G23_20180531_105600,2
G23_20180531_111200,1
G23_20180531_112800,1
G23_20180531_114400,1
G23_20180531_120000,1
G23_20180531_121600,1
G23_20180531_123200,2
G23_20180531_124800,2
G23_20180531_130400,2
G23_20180531_132000,2
G23_20180531_133600,1
G23_20180531_135200,1
G23_20180531_140800,1
G23_20180531_142400,2
G23_20180531_144000,1
G23_20180531_145600,1
G23_20180531_151200,1
G23_20180531_152800,1
G23_20180531_154400,1
G23_20180531_160000,1
G23_20180531_161600,1
G23_20180531_163200,1
G23_20180531_164800,1
G23_20180531_200000,1
G23_20180531_201600,2
G23_20180531_203200,1
G23_20180531_204800,1
G23_20180531_210400,1
G23_20180531_212000,1
G23_20180531_213600,1
G23_20180531_215200,1
G23_20180531_220800,1
G23_20180531_222400,1
G23_20180531_224000,1
G23_20180531_225600,1
G23_20180531_231200,1
G23_20180531_232800,1
G23_20180531_234400,1
G23_20180601_000000,1
G23_20180601_001600,1
G23_20180601_003200,1
G23_20180601_004800,1
G23_20180601_010400,2
G23_20180601_012000,1
G23_20180601_013600,1
G23_20180601_015200,2
G23_20180601_020800,2
G23_20180601_022400,1
G23_20180601_024000,1
G23_20180601_025600,2
G23_20180601_031200,1
G23_20180601_032800,1
G23_20180601_034400,1
G23_20180601_040000,1
G23_20180601_041600,1
G23_20180601_043200,1
G23_20180601_044800,1
G23_20180601_080000,1
G23_20180601_081600,1
G23_20180601_083200,1
G23_20180601_084800,2
G23_20180601_090400,1
G23_20180601_092000,1
G23_20180601_093600,2
G23_20180601_095200,1
G23_20180601_100800,1
G23_20180601_102400,2
G23_20180601_104000,1
G23_20180601_105600,1
G23_20180601_111200,1
G23_20180601_112800,1
G23_20180601_114400,1
G23_20180601_120000,2
G23_20180601_121600,1
G23_20180601_123200,1
G23_20180601_124800,1
G23_20180601_130400,1
G23_20180601_132000,1
G23_20180601_133600,2
G23_20180601_135200,1
G23_20180601_140800,1
G23_20180601_142400,1
G23_20180601_144000,1
G23_20180601_145600,2
G23_20180601_151200,1
G23_20180601_152800,1
G23_20180601_154400,1
G23_20180601_160000,1
G23_20180601_161600,1
G23_20180601_163200,2
G23_20180601_164800,1
G23_20180601_200000,1
G23_20180601_201600,1
G23_20180601_203200,2
G23_20180601_204800,1
G23_20180601_210400,1
G23_20180601_212000,1
G23_20180601_213600,1
G23_20180601_215200,1
G23_20180601_220800,2
G23_20180601_222400,1
G23_20180601_224000,1
G23_20180601_225600,2
G23_20180601_231200,1
G23_20180601_232800,1
G23_20180601_234400,1
G23_20180602_000000,1
G23_20180602_001600,2
G23_20180602_003200,1
G23_20180602_004800,1
G23_20180602_010400,2
G23_20180602_012000,2
G23_20180602_013600,2
G23_20180602_015200,1
G23_20180602_020800,1
G23_20180602_022400,1
G23_20180602_024000,1
G23_20180602_025600,1
G23_20180602_031200,1
G23_20180602_032800,1
G23_20180602_034400,2
G23_20180602_040000,1
G23_20180602_041600,1
G23_20180602_043200,2
G23_20180602_044800,1
G23_20180602_080000,2
G23_20180602_081600,1
G23_20180602_083200,1
G23_20180602_084800,2
G23_20180602_090400,2
G23_20180602_092000,1
G23_20180602_093600,1
G23_20180602_095200,1
G23_20180602_100800,1
G23_20180602_102400,2
G23_20180602_104000,1
G23_20180602_105600,1
G23_20180602_111200,1
G23_20180602_112800,1
G23_20180602_114400,2
G23_20180602_120000,2
G23_20180602_121600,2
G23_20180602_123200,1
G23_20180602_124800,1
G23_20180602_130400,1
G23_20180602_132000,2
G23_20180602_133600,1
G23_20180602_135200,1
G23_20180602_140800,1
G23_20180602_142400,2
G23_20180602_144000,2
G23_20180602_145600,1
G23_20180602_151200,1
G23_20180602_152800,1
G23_20180602_154400,1
G23_20180602_160000,2
G23_20180602_161600,1
G23_20180602_163200,1
G23_20180602_164800,1
G23_20180602_200000,1
G23_20180602_201600,1
G23_20180602_203200,1
G23_20180602_204800,1
G23_20180602_210400,1
G23_20180602_212000,1
G23_20180602_213600,1
G23_20180602_215200,2
G23_20180602_220800,1
G23_20180602_222400,2
G23_20180602_224000,2
G23_20180602_225600,1
G23_20180602_231200,1
G23_20180602_232800,2
G23_20180602_234400,1
G23_20180603_000000,2
G23_20180603_001600,1
G23_20180603_003200,1
G23_20180603_004800,2
G23_20180603_010400,1
G23_20180603_012000,2
G23_20180603_013600,2
G23_20180603_015200,1
G23_20180603_020800,1
G23_20180603_022400,1
G23_20180603_024000,2
G23_20180603_025600,1
G23_20180603_031200,1
G23_20180603_032800,1
G23_20180603_034400,1
G23_20180603_040000,1
G23_20180603_041600,1
G23_20180603_043200,2
G23_20180603_044800,2
