Recording,Cluster
G24_20180601_174500,1
G24_20180601_181500,1
G24_20180601_180000,1
G24_20180601_184500,1
G24_20180601_183000,2
G24_20180601_191500,1
G24_20180601_190000,2
G24_20180601_194500,3
G24_20180601_193000,1
G24_20180602_050000,1
G24_20180602_051500,2
G24_20180602_053000,1
G24_20180602_054500,1
G24_20180602_060000,1
G24_20180602_063000,1
G24_20180602_061500,1
G24_20180602_064500,3
G24_20180602_070000,1
G24_20180602_071500,1
G24_20180602_073000,1
G24_20180602_074500,2
G24_20180602_170000,2
G24_20180602_173000,1
G24_20180602_171500,1
G24_20180602_174500,2
G24_20180602_180000,1
G24_20180602_181500,2
G24_20180602_184500,1
G24_20180602_183000,1
G24_20180602_190000,1
G24_20180602_191500,1
G24_20180602_194500,1
G24_20180602_193000,1
G24_20180603_050000,1
G24_20180603_051500,1
G24_20180603_053000,2
G24_20180603_054500,2
G24_20180603_060000,1
G24_20180603_061500,1
G24_20180603_063000,1
G24_20180603_070000,1
G24_20180603_064500,1
G24_20180603_071500,1
G24_20180603_073000,1
G24_20180603_074500,2
G24_20180603_170000,1
G24_20180603_173000,2
G24_20180603_171500,1
G24_20180603_180000,2
G24_20180603_174500,1
G24_20180603_181500,2
G24_20180603_183000,1
G24_20180603_184500,1
G24_20180603_191500,1
G24_20180603_190000,1
G24_20180603_193000,1
G24_20180603_194500,2
G24_20180604_050000,1
G24_20180604_051500,1
G24_20180604_053000,1
G24_20180604_054500,1
G24_20180604_061500,1
G24_20180604_060000,2
G24_20180604_063000,1
G24_20180604_064500,2
G24_20180604_070000,1
G24_20180604_073000,2
G24_20180604_071500,1
G24_20180604_074500,1
G25_20180604_132000,2
G25_20180604_133600,1
G25_20180604_135200,1
G25_20180604_140800,1
G25_20180604_142400,1
G25_20180604_144000,1
G25_20180604_145600,1
G25_20180604_151200,1
G25_20180604_152800,2
G25_20180604_154400,1
G25_20180604_160000,2
G25_20180604_161600,1
G25_20180604_163200,2
G25_20180604_164800,1
G25_20180604_200000,1
G25_20180604_201600,2
G25_20180604_203200,1
G25_20180604_204800,1
G25_20180604_210400,1
G25_20180604_212000,1
G25_20180604_213600,1
G25_20180604_215200,1
G25_20180604_220800,1
G25_20180604_222400,2
G25_20180604_224000,1
G25_20180604_225600,1
G25_20180604_231200,1
G25_20180604_232800,1
G25_20180604_234400,1
G25_20180605_000000,1
G25_20180605_001600,1
G25_20180605_003200,1
G25_20180605_004800,2
G25_20180605_010400,1
G25_20180605_012000,1
G25_20180605_013600,1
G25_20180605_015200,2
G25_20180605_020800,1
G25_20180605_022400,2
G25_20180605_024000,1
G25_20180605_025600,1
G25_20180605_031200,1
G25_20180605_032800,1
G25_20180605_034400,1
G25_20180605_040000,1
G25_20180605_041600,2
G25_20180605_043200,1
G25_20180605_044800,1
G25_20180605_080000,1
G25_20180605_081600,1
G25_20180605_083200,2
G25_20180605_084800,1
G25_20180605_090400,1
G25_20180605_092000,1
G25_20180605_093600,2
G25_20180605_095200,1
G25_20180605_100800,3
G25_20180605_102400,2
G25_20180605_104000,1
G25_20180605_105600,1
G25_20180605_111200,1
G25_20180605_112800,1
G25_20180605_114400,1
G25_20180605_120000,1
G25_20180605_121600,1
G25_20180605_123200,1
G25_20180605_124800,1
G25_20180605_130400,2
G25_20180605_132000,1
G25_20180605_133600,1
G25_20180605_135200,1
G25_20180605_140800,1
G25_20180605_142400,2
G25_20180605_144000,2
G25_20180605_145600,1
G25_20180605_151200,1
G25_20180605_152800,1
G25_20180605_154400,1
G25_20180605_160000,1
G25_20180605_161600,1
G25_20180605_163200,2
G25_20180605_164800,2
G25_20180605_200000,1
G25_20180605_201600,2
G25_20180605_203200,2
G25_20180605_204800,1
G25_20180605_210400,1
G25_20180605_212000,1
G25_20180605_213600,1
G25_20180605_215200,1
G25_20180605_220800,2
G25_20180605_222400,1
G25_20180605_224000,1
G25_20180605_225600,1
G25_20180605_231200,1
G25_20180605_232800,1
G25_20180605_234400,1
G25_20180606_000000,1
G25_20180606_001600,1
G25_20180606_003200,1
G25_20180606_004800,2
G25_20180606_010400,1
G25_20180606_012000,1
G25_20180606_013600,1
G25_20180606_015200,2
G25_20180606_020800,1
G25_20180606_022400,1
G25_20180606_024000,1
G25_20180606_025600,1
G25_20180606_031200,1
G25_20180606_032800,2
G25_20180606_034400,1
G25_20180606_040000,1
G25_20180606_041600,1
G25_20180606_043200,2
G25_20180606_044800,1
G25_20180606_080000,1
G25_20180606_081600,1
G25_20180606_083200,1
G25_20180606_084800,1
G25_20180606_090400,1
G25_20180606_092000,1
G25_20180606_093600,1
G25_20180606_095200,3
G25_20180606_100800,1
G25_20180606_102400,1
G25_20180606_104000,1
G25_20180606_105600,1
G25_20180606_111200,2
G25_20180606_112800,1
G25_20180606_114400,1
G25_20180606_120000,1
G25_20180606_121600,1
G25_20180606_123200,1
G25_20180606_124800,1
G25_20180606_130400,3
G25_20180606_132000,1
G25_20180606_133600,1
G25_20180606_135200,1
G25_20180606_140800,1
G25_20180606_142400,1
G25_20180606_144000,1
G25_20180606_145600,1
G25_20180606_151200,1
G25_20180606_152800,1
G25_20180606_154400,1
G25_20180606_160000,2
G25_20180606_161600,1
G25_20180606_163200,1
G25_20180606_164800,1
G25_20180606_200000,1
G25_20180606_201600,1
G25_20180606_203200,2
G25_20180606_204800,1
G25_20180606_210400,1
G25_20180606_212000,1
G25_20180606_213600,2
G25_20180606_215200,1
G25_20180606_220800,1
G25_20180606_222400,1
G25_20180606_224000,1
G25_20180606_225600,1
G25_20180606_231200,1
G25_20180606_232800,1
G25_20180606_234400,3
G25_20180607_000000,1
G25_20180607_001600,1
G25_20180607_003200,2
G25_20180607_004800,1
G25_20180607_010400,1
G25_20180607_012000,1
G25_20180607_013600,2
G25_20180607_015200,1
G25_20180607_020800,1
G25_20180607_022400,2
G25_20180607_024000,1
G25_20180607_025600,1
G25_20180607_031200,1
G25_20180607_032800,1
G25_20180607_034400,1
G25_20180607_040000,1
G25_20180607_041600,1
G25_20180607_043200,1
G25_20180607_044800,1
G25_20180607_080000,1
G25_20180607_081600,1
G25_20180607_083200,2
G25_20180607_084800,1
G25_20180607_090400,1
G25_20180607_092000,1
G25_20180607_093600,1
G25_20180607_095200,1
G25_20180607_100800,1
G25_20180607_102400,2
G25_20180607_104000,1
G25_20180607_105600,1
G25_20180607_111200,1
G25_20180607_112800,1
G25_20180607_114400,1
G25_20180607_120000,1
G25_20180607_121600,2
G25_20180607_123200,1
G25_20180607_124800,1
G25_20180607_130400,2
G25_20180607_132000,1
G25_20180607_133600,1
G25_20180607_135200,1
G25_20180607_140800,1
G25_20180607_142400,1
G25_20180607_144000,1
G25_20180607_145600,1
G25_20180607_151200,1
G25_20180607_152800,1
G25_20180607_154400,1
G25_20180607_160000,2
G25_20180607_161600,3
G25_20180607_163200,1
G25_20180607_164800,2
G25_20180607_200000,1
G25_20180607_201600,2
G25_20180607_203200,2
G25_20180607_204800,1
G25_20180607_210400,1
G25_20180607_212000,2
G25_20180607_213600,1
G25_20180607_215200,2
G25_20180607_220800,2
G25_20180607_222400,1
G25_20180607_224000,1
G25_20180607_225600,1
G25_20180607_231200,1
G25_20180607_232800,1
G25_20180607_234400,1
G25_20180608_000000,1
G25_20180608_001600,1
G25_20180608_003200,2
G25_20180608_004800,1
G25_20180608_010400,1
G25_20180608_012000,2
G25_20180608_013600,1
G25_20180608_015200,1
G25_20180608_020800,1
G25_20180608_022400,2
G25_20180608_024000,1
G25_20180608_025600,1
G25_20180608_031200,1
G25_20180608_032800,2
G25_20180608_034400,2
G25_20180608_040000,1
G25_20180608_041600,2
G25_20180608_043200,2
G25_20180608_044800,2
G25_20180608_080000,1
G25_20180608_081600,1
G25_20180608_083200,1
G25_20180608_084800,1
G25_20180608_090400,1
G25_20180608_092000,1
G25_20180608_093600,1
G25_20180608_095200,1
G25_20180608_100800,1
G25_20180608_102400,1
G25_20180608_104000,1
G25_20180608_105600,1
G25_20180608_111200,1
G25_20180608_112800,1
G25_20180608_114400,1
G25_20180608_120000,1
G25_20180608_121600,1
G25_20180608_123200,2
G25_20180608_124800,2
G25_20180608_130400,1
G25_20180608_132000,1
G25_20180608_133600,2
G25_20180608_135200,2
G25_20180608_140800,2
G25_20180608_142400,1
G25_20180608_144000,1
G25_20180608_145600,1
G25_20180608_151200,2
G25_20180608_152800,1
G25_20180608_154400,1
G25_20180608_160000,2
G25_20180608_161600,1
G25_20180608_163200,1
G25_20180608_164800,2
G25_20180608_200000,2
G25_20180608_201600,1
G25_20180608_203200,2
G25_20180608_204800,1
G25_20180608_210400,2
G25_20180608_212000,1
G25_20180608_213600,1
G25_20180608_215200,2
G25_20180608_220800,2
G25_20180608_222400,1
G25_20180608_224000,1
G25_20180608_225600,1
G25_20180608_231200,2
G25_20180608_232800,2
G25_20180608_234400,1
G25_20180609_000000,1
G25_20180609_001600,2
G25_20180609_003200,2
G25_20180609_004800,1
G25_20180609_010400,2
G25_20180609_012000,1
G25_20180609_013600,1
G25_20180609_015200,2
G25_20180609_020800,2
G25_20180609_022400,2
G25_20180609_024000,1
G25_20180609_025600,2
G25_20180609_031200,2
G25_20180609_032800,1
G25_20180609_034400,1
G25_20180609_040000,1
G25_20180609_041600,1
G25_20180609_043200,1
G25_20180609_044800,1
G25_20180609_080000,2
G25_20180609_081600,2
G25_20180609_083200,2
G25_20180609_084800,1
G25_20180609_090400,1
G25_20180609_092000,2
G25_20180609_093600,1
G25_20180609_095200,1
G25_20180609_100800,2
G25_20180609_102400,1
G25_20180609_104000,1
G25_20180609_105600,1
G25_20180609_111200,2
G25_20180609_112800,1
G25_20180609_114400,1
G25_20180609_120000,1
G25_20180609_121600,1
G25_20180609_123200,1
G25_20180609_124800,2
G25_20180609_130400,2
G25_20180609_132000,2
G25_20180609_133600,1
G25_20180609_135200,1
G25_20180609_140800,2
G25_20180609_142400,1
G25_20180609_144000,2
G25_20180609_145600,1
G25_20180609_151200,2
G25_20180609_152800,1
G25_20180609_154400,2
G25_20180609_160000,1
G25_20180609_161600,1
G25_20180609_163200,1
G25_20180609_164800,1
G25_20180609_200000,1
G25_20180609_201600,1
G25_20180609_203200,1
G25_20180609_204800,1
G25_20180609_210400,1
G25_20180609_212000,1
G25_20180609_213600,1
G25_20180609_215200,1
G25_20180609_220800,1
G25_20180609_222400,2
G25_20180609_224000,1
G25_20180609_225600,1
G25_20180609_231200,1
G25_20180609_232800,1
G25_20180609_234400,1
G25_20180610_000000,1
G25_20180610_001600,1
G25_20180610_003200,1
G25_20180610_004800,1
G25_20180610_010400,2
G25_20180610_012000,1
G25_20180610_013600,2
G25_20180610_015200,2
G25_20180610_020800,1
G25_20180610_022400,2
G25_20180610_024000,1
G25_20180610_025600,1
G25_20180610_031200,1
G25_20180610_032800,1
G25_20180610_034400,2
G25_20180610_040000,2
G25_20180610_041600,1
G25_20180610_043200,1
G25_20180610_044800,1
G25_20180610_080000,1
G25_20180610_081600,1
G25_20180610_083200,1
G25_20180610_084800,1
G25_20180610_090400,1
G25_20180610_092000,1
G25_20180610_093600,1
G25_20180610_095200,1
G25_20180610_100800,1
G25_20180610_102400,1
G25_20180610_104000,2
G25_20180610_105600,1
G25_20180610_111200,2
G25_20180610_112800,2
G25_20180610_114400,1
G25_20180610_120000,1
G25_20180610_121600,2
G25_20180610_123200,2
G25_20180610_124800,1
G25_20180610_130400,1
G25_20180610_132000,2
G25_20180610_133600,2
G25_20180610_135200,1
G25_20180610_140800,1
G25_20180610_142400,1
G25_20180610_144000,1
G25_20180610_145600,1
G25_20180610_151200,1
G25_20180610_152800,1
G25_20180610_154400,1
G25_20180610_160000,1
G25_20180610_161600,1
G25_20180610_163200,2
G25_20180610_164800,1
G25_20180610_200000,1
G25_20180610_201600,2
G25_20180610_203200,1
G25_20180610_204800,1
G25_20180610_210400,1
G25_20180610_212000,2
G25_20180610_213600,1
G25_20180610_215200,1
G25_20180610_220800,1
G25_20180610_222400,1
G25_20180610_224000,1
G25_20180610_225600,2
G25_20180610_231200,1
G25_20180610_232800,2
G25_20180610_234400,1
G25_20180611_000000,1
G25_20180611_001600,1
G25_20180611_003200,1
G25_20180611_004800,1
G25_20180611_010400,1
G25_20180611_012000,1
G25_20180611_013600,2
G25_20180611_015200,1
G25_20180611_020800,1
G25_20180611_022400,1
G25_20180611_024000,1
G25_20180611_025600,1
G25_20180611_031200,2
G25_20180611_032800,1
G25_20180611_034400,1
G25_20180611_040000,1
G25_20180611_041600,2
G25_20180611_043200,1
G25_20180611_044800,2
G25_20180611_080000,1
G25_20180611_081600,1
G25_20180611_083200,1
G25_20180611_084800,1
G25_20180611_090400,2
G25_20180611_092000,1
G25_20180611_093600,2
G25_20180611_095200,1
G25_20180611_100800,1
G25_20180611_102400,2
G25_20180611_104000,2
G25_20180611_105600,1
G25_20180611_111200,1
G25_20180611_112800,1
G25_20180611_114400,1
G25_20180611_120000,1
G25_20180611_121600,2
G25_20180611_123200,2
G25_20180611_124800,1
G25_20180611_130400,2
G25_20180611_132000,1
G25_20180604_170000,1
G25_20180604_171500,2
G25_20180604_173000,1
G25_20180604_174500,1
G25_20180604_180000,1
G25_20180604_181500,1
G25_20180604_183000,1
G25_20180604_184500,2
G25_20180604_190000,1
G25_20180604_191500,2
G25_20180604_193000,1
G25_20180604_194500,2
G25_20180605_050000,1
G25_20180605_051500,1
G25_20180605_053000,1
G25_20180605_060000,1
G25_20180605_054500,1
G25_20180605_061500,1
G25_20180605_063000,1
G25_20180605_070000,1
G25_20180605_064500,2
G25_20180605_071500,2
G25_20180605_073000,1
G25_20180605_074500,2
G25_20180605_170000,2
G25_20180605_173000,1
G25_20180605_171500,2
G25_20180605_174500,1
G25_20180605_181500,3
G25_20180605_180000,1
G25_20180605_183000,1
G25_20180605_184500,1
G25_20180605_190000,1
G25_20180605_191500,1
G25_20180605_194500,1
G25_20180605_193000,1
G25_20180606_051500,1
G25_20180606_050000,1
G25_20180606_054500,1
G25_20180606_053000,1
G25_20180606_060000,2
G25_20180606_061500,1
G25_20180606_063000,2
G25_20180606_070000,1
G25_20180606_064500,2
G25_20180606_073000,1
G25_20180606_071500,1
G25_20180606_074500,1
G25_20180606_170000,1
G25_20180606_173000,1
G25_20180606_171500,2
G25_20180606_174500,1
G25_20180606_180000,1
G25_20180606_181500,1
G25_20180606_184500,1
G25_20180606_183000,1
G25_20180606_190000,1
G25_20180606_191500,2
G25_20180606_194500,1
G25_20180606_193000,1
G25_20180607_051500,1
G25_20180607_050000,1
G25_20180607_053000,1
G25_20180607_060000,1
G25_20180607_054500,1
G25_20180607_063000,1
G25_20180607_061500,2
G25_20180607_070000,1
G25_20180607_064500,1
G25_20180607_073000,1
G25_20180607_071500,1
G25_20180607_170000,2
G25_20180607_074500,1
G25_20180607_171500,2
G25_20180607_173000,1
G25_20180607_174500,1
G25_20180607_181500,2
G25_20180607_180000,2
G25_20180607_183000,1
G25_20180607_184500,1
G25_20180607_190000,1
G25_20180607_191500,2
G25_20180607_193000,1
G25_20180607_194500,2
G25_20180608_050000,1
G25_20180608_051500,2
G25_20180608_053000,1
G25_20180608_060000,1
G25_20180608_054500,1
G25_20180608_063000,1
G25_20180608_061500,1
G25_20180608_070000,1
G25_20180608_064500,1
G25_20180608_071500,2
G25_20180608_073000,2
G25_20180608_074500,1
G25_20180608_170000,1
G25_20180608_171500,2
G25_20180608_174500,2
G25_20180608_173000,1
G25_20180608_181500,1
G25_20180608_180000,1
G25_20180608_183000,1
G25_20180608_184500,1
G25_20180608_190000,1
G25_20180608_193000,1
G25_20180608_191500,1
G25_20180609_050000,2
G25_20180608_194500,2
G25_20180609_053000,1
G25_20180609_051500,1
G25_20180609_060000,1
G25_20180609_054500,1
G25_20180609_063000,1
G25_20180609_061500,1
G25_20180609_064500,1
G25_20180609_070000,1
G25_20180609_071500,1
G25_20180609_074500,2
G25_20180609_073000,1
G25_20180609_170000,1
G25_20180609_171500,1
G25_20180609_174500,2
G25_20180609_173000,1
G25_20180609_181500,2
G25_20180609_180000,2
G25_20180609_183000,1
G25_20180609_190000,1
G25_20180609_184500,1
G25_20180609_193000,1
G25_20180609_191500,1
G25_20180610_050000,1
G25_20180609_194500,1
G25_20180610_051500,1
G25_20180610_053000,2
G25_20180610_054500,2
G25_20180610_060000,1
G25_20180610_061500,2
G25_20180610_063000,1
G25_20180610_064500,1
G25_20180610_070000,1
G25_20180610_071500,2
G25_20180610_073000,1
G25_20180610_074500,2
G25_20180610_170000,2
G25_20180610_171500,1
G25_20180610_174500,1
G25_20180610_173000,1
G25_20180610_180000,1
G25_20180610_181500,2
G25_20180610_183000,1
G25_20180610_190000,1
G25_20180610_184500,1
G25_20180610_191500,1
G25_20180610_193000,2
G25_20180611_050000,2
G25_20180610_194500,1
G25_20180611_051500,1
G25_20180611_053000,1
G25_20180611_054500,1
G25_20180611_060000,1
G25_20180611_061500,1
G25_20180611_064500,1
G25_20180611_063000,1
G25_20180611_070000,2
G25_20180611_071500,1
G25_20180611_074500,2
G25_20180611_073000,1
G27_20180528_151200,1
G27_20180528_152800,1
G27_20180528_154400,1
G27_20180528_160000,1
G27_20180528_161600,1
G27_20180528_163200,1
G27_20180528_164800,1
G27_20180528_200000,1
G27_20180528_201600,1
G27_20180528_203200,2
G27_20180528_204800,2
G27_20180528_210400,1
G27_20180528_212000,2
G27_20180528_213600,1
G27_20180528_215200,2
G27_20180528_220800,2
G27_20180528_222400,2
G27_20180528_224000,2
G27_20180528_225600,1
G27_20180528_231200,1
G27_20180528_232800,1
G27_20180528_234400,1
G27_20180529_000000,1
G27_20180529_001600,1
G27_20180529_003200,1
G27_20180529_004800,2
G27_20180529_010400,1
G27_20180529_012000,1
G27_20180529_013600,1
G27_20180529_015200,1
G27_20180529_020800,1
G27_20180529_022400,1
G27_20180529_024000,1
G27_20180529_025600,1
G27_20180529_031200,2
G27_20180529_032800,1
G27_20180529_034400,1
G27_20180529_040000,2
G27_20180529_041600,2
G27_20180529_043200,2
G27_20180529_044800,1
G27_20180529_080000,1
G27_20180529_081600,1
G27_20180529_083200,1
G27_20180529_084800,2
G27_20180529_090400,1
G27_20180529_092000,2
G27_20180529_093600,1
G27_20180529_095200,1
G27_20180529_100800,1
G27_20180529_102400,1
G27_20180529_104000,2
G27_20180529_105600,2
G27_20180529_111200,1
G27_20180529_112800,2
G27_20180529_114400,2
G27_20180529_120000,2
G27_20180529_124800,1
G27_20180529_130400,1
G27_20180529_132000,1
G27_20180529_133600,1
G27_20180529_135200,2
G27_20180529_140800,1
G27_20180529_142400,1
G27_20180529_144000,1
G27_20180529_145600,2
G27_20180529_151200,1
G27_20180529_152800,1
G27_20180529_154400,2
G27_20180529_160000,1
G27_20180529_161600,1
G27_20180529_163200,1
G27_20180529_164800,1
G27_20180529_200000,2
G27_20180529_201600,1
G27_20180529_203200,1
G27_20180529_204800,1
G27_20180529_210400,1
G27_20180529_212000,1
G27_20180529_213600,1
G27_20180529_215200,1
G27_20180529_220800,2
G27_20180529_222400,1
G27_20180529_224000,1
G27_20180529_225600,1
G27_20180529_231200,1
G27_20180529_232800,1
G27_20180529_234400,2
G27_20180530_000000,1
G27_20180530_001600,1
G27_20180530_003200,1
G27_20180530_004800,1
G27_20180530_010400,2
G27_20180530_012000,2
G27_20180530_013600,1
G27_20180530_015200,2
G27_20180530_020800,1
G27_20180530_022400,1
G27_20180530_024000,2
G27_20180530_025600,1
G27_20180530_031200,1
G27_20180530_032800,2
G27_20180530_034400,2
G27_20180530_040000,1
G27_20180530_041600,1
G27_20180530_043200,1
G27_20180530_044800,1
G27_20180530_080000,2
G27_20180530_081600,2
G27_20180530_083200,1
G27_20180530_084800,1
G27_20180530_090400,1
G27_20180530_092000,1
G27_20180530_093600,1
G27_20180530_095200,1
G27_20180530_100800,2
G27_20180530_102400,1
G27_20180530_104000,2
G27_20180530_105600,1
G27_20180530_111200,3
G27_20180530_112800,1
G27_20180530_114400,2
G27_20180530_120000,3
G27_20180530_121600,1
G27_20180530_123200,1
G27_20180530_124800,1
G27_20180530_130400,1
G27_20180530_132000,1
G27_20180530_133600,2
G27_20180530_135200,1
G27_20180530_140800,1
G27_20180530_142400,1
G27_20180530_144000,1
G27_20180530_145600,1
G27_20180530_151200,2
G27_20180530_152800,1
G27_20180530_154400,1
G27_20180530_160000,1
G27_20180530_161600,1
G27_20180530_163200,1
G27_20180530_164800,2
G27_20180530_200000,1
G27_20180530_201600,2
G27_20180530_203200,1
G27_20180530_204800,2
G27_20180530_210400,2
G27_20180530_212000,1
G27_20180530_213600,1
G27_20180530_215200,1
G27_20180530_220800,1
G27_20180530_222400,2
G27_20180530_224000,1
G27_20180530_225600,1
G27_20180530_231200,1
G27_20180530_232800,1
G27_20180530_234400,1
G27_20180531_000000,1
G27_20180531_001600,2
G27_20180531_003200,1
G27_20180531_004800,2
G27_20180531_010400,2
G27_20180531_012000,2
G27_20180531_013600,1
G27_20180531_015200,1
G27_20180531_020800,1
G27_20180531_022400,2
G27_20180531_024000,1
G27_20180531_025600,1
G27_20180531_031200,2
G27_20180531_032800,1
G27_20180531_034400,1
G27_20180531_040000,2
G27_20180531_041600,1
G27_20180531_043200,1
G27_20180531_044800,1
G27_20180531_080000,2
G27_20180531_081600,1
G27_20180531_083200,1
G27_20180531_084800,2
G27_20180531_090400,1
G27_20180531_092000,1
G27_20180531_093600,1
G27_20180531_095200,1
G27_20180531_100800,1
G27_20180531_102400,1
G27_20180531_104000,1
G27_20180531_105600,1
G27_20180531_111200,2
G27_20180531_112800,1
G27_20180531_114400,1
G27_20180531_120000,1
G27_20180531_121600,1
G27_20180531_123200,1
G27_20180531_124800,2
G27_20180531_130400,1
G27_20180531_132000,1
G27_20180531_133600,1
G27_20180531_135200,1
G27_20180531_140800,1
G27_20180531_142400,1
G27_20180531_144000,1
G27_20180531_145600,1
G27_20180531_151200,1
G27_20180531_152800,1
G27_20180531_154400,2
G27_20180531_160000,1
G27_20180531_161600,2
G27_20180531_163200,1
G27_20180531_164800,1
G27_20180531_200000,1
G27_20180531_201600,2
G27_20180531_203200,1
G27_20180531_204800,1
G27_20180531_210400,1
G27_20180531_212000,1
G27_20180531_213600,2
G27_20180531_215200,1
G27_20180531_220800,1
G27_20180531_222400,2
G27_20180531_224000,1
G27_20180531_225600,1
G27_20180531_231200,1
G27_20180531_232800,1
G27_20180531_234400,1
G27_20180601_000000,2
G27_20180601_001600,2
G27_20180601_003200,1
G27_20180601_004800,2
G27_20180601_010400,1
G27_20180601_012000,2
G27_20180601_013600,2
G27_20180601_015200,1
G27_20180601_020800,2
G27_20180601_022400,2
G27_20180601_024000,3
G27_20180601_025600,2
G27_20180601_031200,1
G27_20180601_032800,2
G27_20180601_034400,1
G27_20180601_040000,1
G27_20180601_041600,2
G27_20180601_043200,1
G27_20180601_044800,1
G27_20180601_080000,2
G27_20180601_081600,1
G27_20180601_083200,2
G27_20180601_084800,1
G27_20180601_090400,2
G27_20180601_092000,1
G27_20180601_093600,1
G27_20180601_095200,1
G27_20180601_100800,1
G27_20180601_102400,1
G27_20180601_104000,1
G27_20180601_105600,2
G27_20180601_111200,1
G27_20180601_112800,1
G27_20180601_114400,2
G27_20180601_120000,1
G27_20180601_121600,2
G27_20180601_123200,2
G27_20180601_124800,1
G27_20180601_130400,3
G27_20180601_132000,1
G27_20180601_133600,1
G27_20180601_135200,2
G27_20180601_140800,1
G27_20180601_142400,1
G27_20180601_144000,1
G27_20180601_145600,1
G27_20180601_151200,1
G27_20180601_152800,1
G27_20180601_154400,1
G27_20180601_160000,2
G27_20180601_161600,3
G27_20180601_163200,1
G27_20180601_164800,2
G27_20180601_200000,2
G27_20180601_201600,1
G27_20180601_203200,1
G27_20180601_204800,2
G27_20180601_210400,1
G27_20180601_212000,1
G27_20180601_213600,1
G27_20180601_215200,1
G27_20180601_220800,1
G27_20180601_222400,1
G27_20180601_224000,2
G27_20180601_225600,1
G27_20180601_231200,1
G27_20180601_232800,1
G27_20180601_234400,1
G27_20180602_000000,1
G27_20180602_001600,1
G27_20180602_003200,2
G27_20180602_004800,2
G27_20180602_010400,1
G27_20180602_012000,2
G27_20180602_013600,1
G27_20180602_015200,1
G27_20180602_020800,1
G27_20180602_022400,2
G27_20180602_024000,1
G27_20180602_025600,1
G27_20180602_031200,1
G27_20180602_032800,2
G27_20180602_034400,1
G27_20180602_040000,1
G27_20180602_041600,1
G27_20180602_043200,2
G27_20180602_044800,2
G27_20180602_080000,2
G27_20180602_081600,2
G27_20180602_083200,1
G27_20180602_084800,2
G27_20180602_090400,1
G27_20180602_092000,1
G27_20180602_093600,1
G27_20180602_095200,2
G27_20180602_100800,1
G27_20180602_102400,1
G27_20180602_104000,2
G27_20180602_105600,3
G27_20180602_111200,1
G27_20180602_112800,1
G27_20180602_114400,1
G27_20180602_120000,1
G27_20180602_121600,1
G27_20180602_123200,1
G27_20180602_124800,2
G27_20180602_130400,2
G27_20180602_132000,2
G27_20180602_133600,2
G27_20180602_135200,1
G27_20180602_140800,1
G27_20180602_142400,1
G27_20180602_144000,1
G27_20180602_145600,1
G27_20180602_151200,1
G27_20180602_152800,1
G27_20180602_154400,1
G27_20180602_160000,1
G27_20180602_161600,1
G27_20180602_163200,1
G27_20180602_164800,2
G27_20180602_200000,1
G27_20180602_201600,1
G27_20180602_203200,1
G27_20180602_204800,2
G27_20180602_210400,1
G27_20180602_212000,2
G27_20180602_213600,1
G27_20180602_215200,1
G27_20180602_220800,1
G27_20180602_222400,1
G27_20180602_224000,2
G27_20180602_225600,1
G27_20180602_231200,1
G27_20180602_232800,1
G27_20180602_234400,1
G27_20180603_000000,1
G27_20180603_001600,2
G27_20180603_003200,1
G27_20180603_004800,1
G27_20180603_010400,1
G27_20180603_012000,1
G27_20180603_013600,2
G27_20180603_015200,2
G27_20180603_020800,1
G27_20180603_022400,1
G27_20180603_024000,1
G27_20180603_025600,2
G27_20180603_031200,1
G27_20180603_032800,2
G27_20180603_034400,1
G27_20180603_040000,1
G27_20180603_041600,1
G27_20180603_043200,1
G27_20180603_044800,1
G27_20180603_080000,1
G27_20180603_081600,2
G27_20180603_083200,1
G27_20180603_084800,1
G27_20180603_090400,1
G27_20180603_092000,1
G27_20180603_093600,1
G27_20180603_095200,2
G27_20180603_100800,1
G27_20180603_102400,1
G27_20180603_104000,1
G27_20180603_105600,1
G27_20180603_111200,2
G27_20180603_112800,1
G27_20180603_114400,2
G27_20180603_120000,2
G27_20180603_121600,1
G27_20180603_123200,2
G27_20180603_124800,2
G27_20180603_130400,1
G27_20180603_132000,1
G27_20180603_133600,2
G27_20180603_135200,1
G27_20180603_140800,1
G27_20180603_142400,2
G27_20180603_144000,1
G27_20180603_145600,2
G27_20180603_151200,2
G27_20180603_152800,2
G27_20180603_154400,2
G27_20180603_160000,2
G27_20180603_161600,1
G27_20180603_163200,2
G27_20180603_164800,1
G27_20180603_200000,2
G27_20180603_201600,1
G27_20180603_203200,1
G27_20180603_204800,1
G27_20180603_210400,1
G27_20180603_212000,1
G27_20180603_213600,1
G27_20180603_215200,1
G27_20180603_220800,1
G27_20180603_222400,1
G27_20180603_224000,1
G27_20180603_225600,2
G27_20180603_231200,1
G27_20180603_232800,1
G27_20180603_234400,1
G27_20180604_000000,1
G27_20180604_001600,2
G27_20180604_003200,1
G27_20180604_004800,1
G27_20180604_010400,1
G27_20180604_012000,1
G27_20180604_013600,1
G27_20180604_015200,1
G27_20180604_020800,1
G27_20180604_022400,1
G27_20180604_024000,2
G27_20180604_025600,1
G27_20180604_031200,2
G27_20180604_032800,2
G27_20180604_034400,1
G27_20180604_040000,2
G27_20180604_041600,1
G27_20180604_043200,1
G27_20180604_044800,1
G27_20180604_080000,1
G27_20180604_081600,1
G27_20180604_083200,2
G27_20180604_084800,2
